annee,id_eleve,taille_famille,monoparental,pcs_parent,diplome_parent,revenu_mensuel,logement,origine_migratoire,aspiration_famille,implication_parents,opinion_ecole,score_math,score_fr,redoublement,orientation,aspiration_eleve
CP,412,5,0,profession_intermediaire,bac+3,3575,appartement,aucune,BAC+3,4,4,210.16894988095055,224.72822712937082,0,general,CAP
CP,413,6,0,ouvrier,bac+5,1463,maison,aucune,BAC,3,5,183.23582420039602,195.1143893078453,0,general,CAP
CP,414,4,0,ouvrier,brevet,1763,logement_social,aucune,BAC,4,3,189.30966043238223,198.69063840507008,1,general,CAP
CP,415,3,1,employe,bac+3,2855,appartement,aucune,CAP,5,4,221.9858782725542,221.93702849469136,0,general,BAC
CP,416,5,0,profession_intermediaire,bac+3,3048,maison,aucune,CAP,4,2,207.57965798279557,220.55978718810795,0,general,CAP
CP,417,6,1,employe,bac+3,2690,appartement,aucune,BAC,1,3,204.44685399640906,225.27253651049253,0,general,CAP
CP,418,3,0,cadre,bac,2801,logement_social,aucune,CAP,3,1,208.42425104977175,224.61868952680933,0,general,CAP
CP,419,4,0,profession_intermediaire,bac+5,3408,maison,aucune,BAC,1,4,218.64226361286075,201.70821657441158,0,general,CAP
CP,420,4,0,cadre,bac,2411,maison,aucune,CAP,2,3,201.74044566273946,210.88657292592023,0,general,CAP
CP,421,2,0,ouvrier,bac+5,2813,logement_social,aucune,BAC,4,5,172.7328988453677,197.43084178141228,0,general,CAP
CP,422,4,1,profession_intermediaire,brevet,2820,logement_social,aucune,BAC+5,1,1,218.9131637441425,222.49376750735155,0,general,BAC
CP,423,3,1,cadre,bac,3955,maison,aucune,BAC,3,4,227.04120045747578,227.10011514605844,0,general,BAC
CP,424,4,0,ouvrier,brevet,2849,appartement,aucune,BAC+5,4,1,183.79604644270302,203.89039847426966,0,general,CAP
CP,425,4,1,ouvrier,bac+3,1846,maison,aucune,CAP,4,2,196.1339840273038,189.07983312071667,0,general,CAP
CP,426,2,0,cadre,bac+3,2637,maison,un_parent,CAP,3,2,219.27907870711311,225.3184332323276,0,general,BAC
CP,427,3,0,cadre,brevet,2661,appartement,aucune,BAC+3,3,4,213.29134094812855,224.9955919504574,0,general,CAP
CP,428,3,0,profession_intermediaire,bac,2496,appartement,aucune,CAP,5,3,208.248520098473,230.07204563925973,0,general,CAP
CP,429,3,0,ouvrier,bac+5,1936,appartement,aucune,BAC+3,3,4,184.06599926249308,192.35947465315235,0,general,CAP
CP,430,5,0,profession_intermediaire,bac,2871,maison,aucune,BAC+5,5,2,200.18717050932685,200.6391582587785,0,general,CAP
CP,431,2,0,profession_intermediaire,bac,1630,appartement,aucune,BAC+3,4,3,201.72721751126556,217.18296169630952,0,general,CAP
CP,432,6,1,profession_intermediaire,bac+3,2479,appartement,deux_parents,CAP,1,3,185.60359443516413,200.07368983173814,0,general,CAP
CP,433,6,0,profession_intermediaire,brevet,2412,maison,aucune,CAP,5,1,207.3249373399639,205.10267315833568,0,general,CAP
CP,434,4,0,ouvrier,bac+3,2954,appartement,deux_parents,BAC+5,3,1,203.02701878626232,211.033078748949,0,general,CAP
CP,435,4,0,employe,brevet,2058,maison,aucune,BAC+3,3,4,209.67133010666993,210.42781500120537,0,general,CAP
CP,436,6,0,profession_intermediaire,bac+5,3678,logement_social,aucune,BAC+3,4,4,210.48575924450233,205.57377965142916,0,general,CAP
CP,437,2,0,employe,bac,2501,logement_social,aucune,BAC+5,3,2,219.41072158094522,205.04195227010302,0,general,CAP
CP,438,5,0,cadre,bac+3,2424,maison,aucune,CAP,3,2,234.83376735287186,240.24601790117845,0,general,BAC
CP,439,3,0,employe,bac+3,3280,maison,deux_parents,CAP,2,3,216.93946365335563,223.03419542312207,1,general,CAP
CP,440,6,0,ouvrier,brevet,3399,maison,deux_parents,BAC+5,2,5,185.5532522367179,212.47775539145556,0,general,CAP
CP,441,5,1,cadre,brevet,2744,appartement,aucune,BAC+5,4,2,212.37897531253563,223.76204314206612,0,general,CAP
CP,442,6,0,profession_intermediaire,bac,3447,appartement,aucune,BAC,5,4,212.03870623339466,215.40743602442706,0,general,CAP
CP,443,2,0,employe,bac,2524,appartement,deux_parents,BAC,1,2,197.0615894320216,203.84107571932432,0,general,CAP
CP,444,3,0,ouvrier,bac+5,3946,logement_social,aucune,BAC+3,2,3,187.1813694472407,219.16141882194998,0,general,CAP
CP,445,4,0,profession_intermediaire,brevet,3808,maison,aucune,BAC,5,5,208.36177665834552,227.80235649499315,0,general,CAP
CP,446,2,0,cadre,bac+3,2411,logement_social,un_parent,BAC+3,4,4,203.30824473805916,244.99540617493093,0,general,BAC
CP,447,2,0,employe,bac,2851,appartement,un_parent,BAC+3,1,3,216.39447301978765,232.38022578659223,0,general,BAC
CP,448,4,0,profession_intermediaire,bac+3,2185,logement_social,aucune,BAC+5,2,3,207.84342216230522,227.84575371499557,0,general,CAP
CP,449,3,0,profession_intermediaire,brevet,2402,appartement,aucune,BAC+3,3,3,211.16214070686596,226.0310984323428,0,general,CAP
CP,450,5,1,employe,bac,1258,logement_social,aucune,BAC,2,3,192.42180773062958,222.6047625847854,0,general,CAP
CP,451,6,0,employe,bac+3,1682,logement_social,aucune,CAP,5,4,223.89634760889558,206.85297949601917,0,general,CAP
CP,452,4,0,cadre,bac,2257,maison,aucune,BAC,5,4,219.34777384639966,238.4337633076012,0,general,BAC
CP,453,5,0,employe,bac+3,2781,maison,deux_parents,BAC,3,1,207.2486508740989,216.740060240168,0,general,CAP
CP,454,6,0,cadre,bac,2324,logement_social,aucune,BAC+5,2,5,218.36368357535218,223.45388387790513,0,general,BAC
CP,455,4,0,ouvrier,bac+5,1819,appartement,deux_parents,BAC,4,1,185.12966891381902,195.87742259598832,0,general,CAP
CP,456,2,0,employe,bac,3524,appartement,aucune,BAC+3,4,2,217.00345036051323,210.18100489476544,0,general,CAP
CP,457,6,1,profession_intermediaire,brevet,2093,appartement,aucune,BAC,5,5,203.680039227013,222.22840668864856,0,general,CAP
CP,458,3,0,employe,bac+3,3467,maison,aucune,BAC+5,3,2,211.6214031905932,212.5865685115786,0,general,CAP
CP,459,5,0,cadre,bac+5,2375,maison,aucune,CAP,5,4,211.15725199970504,223.93645879291753,1,general,CAP
CP,460,3,0,ouvrier,bac,1940,maison,un_parent,BAC+3,4,3,178.11721949942398,214.92220600332513,0,general,CAP
CP,461,2,0,employe,brevet,1561,maison,aucune,BAC,4,2,205.6842914877903,215.95461442710703,0,general,CAP
CP,462,6,1,ouvrier,brevet,2891,maison,aucune,BAC,1,1,180.6675464040304,210.75645132697144,1,general,CAP
CP,463,3,1,employe,bac+5,3270,appartement,deux_parents,BAC+5,3,1,206.84591207914127,239.44238357642385,0,general,BAC
CP,464,6,0,employe,bac,2550,appartement,aucune,BAC+5,2,2,199.66181271664468,201.8773779258888,0,general,CAP
CP,465,2,0,employe,bac,4180,maison,un_parent,CAP,3,2,206.49776700748814,232.23736224084726,0,general,CAP
CP,466,2,0,profession_intermediaire,brevet,3985,appartement,aucune,BAC+5,3,3,205.85624420742195,204.4131886932444,0,general,CAP
CP,467,3,0,profession_intermediaire,bac,3025,appartement,aucune,BAC+3,2,5,188.28349507655903,224.7804413235315,0,general,CAP
CP,468,5,0,employe,brevet,2503,maison,aucune,BAC+3,5,4,186.84260348625827,213.37394543011752,1,general,CAP
CP,469,3,0,ouvrier,bac+3,2930,maison,aucune,BAC+3,3,3,190.10131180018703,225.81611302945583,0,general,CAP
CP,470,2,0,employe,bac+5,2067,maison,aucune,BAC+5,4,1,206.4465306975211,229.6495130023015,0,general,CAP
CP,471,2,0,ouvrier,brevet,2680,maison,aucune,BAC+3,1,2,185.90014542795498,226.14712587368288,0,general,CAP
CP,472,2,0,profession_intermediaire,brevet,3867,appartement,aucune,BAC+5,3,4,198.70007291293112,219.10294878368055,0,general,CAP
CP,473,5,1,profession_intermediaire,bac,1997,maison,un_parent,CAP,5,3,194.2080735894471,223.85214471721847,1,general,CAP
CP,474,2,1,employe,brevet,2369,maison,deux_parents,BAC+5,3,4,178.3535543365022,209.6861127772936,0,general,CAP
CP,475,4,0,cadre,bac,2279,maison,aucune,BAC+5,4,4,222.78807224203734,235.74957168817008,0,general,BAC
CP,476,3,0,ouvrier,bac+3,2241,maison,aucune,CAP,4,5,199.5132221182726,179.18352608048644,0,general,CAP
CP,477,2,0,ouvrier,bac+3,2096,maison,aucune,CAP,4,1,204.1685441401302,195.80629764677133,0,general,CAP
CP,478,2,1,cadre,bac,1720,logement_social,aucune,BAC+5,2,3,207.63156576900934,233.87599162243802,0,general,BAC
CP,479,6,0,ouvrier,bac+5,1387,maison,deux_parents,BAC+5,2,5,190.86328602935183,201.23284386843164,0,general,CAP
CP,480,6,1,profession_intermediaire,bac,2897,maison,aucune,CAP,2,3,220.87018030889752,227.73011674524358,1,general,BAC
CP,481,5,0,cadre,brevet,3152,appartement,deux_parents,BAC+3,3,2,193.34607180038128,251.99657935327642,0,general,BAC
CP,482,5,0,cadre,bac,2897,appartement,aucune,BAC+5,4,4,219.23739351598374,228.94165801641321,0,general,BAC
CP,483,5,1,ouvrier,brevet,2795,maison,aucune,BAC,4,3,189.76912331949822,218.71827180413806,0,general,CAP
CP,484,6,0,employe,bac+5,1577,appartement,aucune,BAC,2,3,220.17113880569292,222.62379491912358,0,general,BAC
CP,485,5,0,profession_intermediaire,brevet,3394,maison,aucune,BAC+3,1,3,192.81201085743007,213.61363560596024,0,general,CAP
CP,486,2,0,ouvrier,bac+3,2806,maison,aucune,BAC,5,3,195.2944372770567,192.54406394388337,0,general,CAP
CP,487,4,0,employe,bac+3,3499,logement_social,aucune,BAC,3,1,216.18874678619147,213.2772381221087,0,general,CAP
CP,488,6,0,profession_intermediaire,bac+5,2290,logement_social,aucune,BAC,4,2,203.81920745590634,215.86645133586478,0,general,CAP
CP,489,5,0,employe,bac+3,1462,logement_social,aucune,BAC+5,4,1,200.17978874290168,215.1538765010302,0,general,CAP
CP,490,3,0,cadre,bac+5,3480,logement_social,aucune,BAC+3,5,3,216.69622494513857,216.81910498339946,0,general,CAP
CP,491,2,1,employe,bac+3,1605,appartement,aucune,BAC,5,1,203.21142263145276,219.90871438425935,0,general,CAP
CP,492,5,1,cadre,brevet,2290,logement_social,aucune,BAC+3,3,1,220.51337459501158,219.596388815861,1,general,BAC
CP,493,2,0,profession_intermediaire,brevet,3523,maison,aucune,BAC+3,1,5,214.3605199548611,194.4685847604324,0,general,CAP
CP,494,4,0,ouvrier,bac+5,2366,maison,aucune,BAC+5,2,4,192.30088648893752,209.7966329329267,0,general,CAP
CP,495,2,0,cadre,brevet,2113,appartement,aucune,BAC+3,2,2,232.34970898466244,230.77071903061383,0,general,BAC
CP,496,4,0,employe,bac+3,3146,maison,aucune,BAC+3,3,4,207.41125244508012,226.93599165250686,0,general,CAP
CP,497,4,0,cadre,bac+3,1806,appartement,aucune,BAC+3,1,3,227.61406326762256,238.79532636060057,0,general,BAC
CP,498,3,0,employe,bac+3,1967,appartement,aucune,BAC+3,2,1,200.72965520006164,218.4882758287662,1,general,CAP
CP,499,4,0,employe,bac,3089,appartement,deux_parents,BAC+5,2,3,198.44322488043986,191.41028126246135,1,general,CAP
CP,500,5,0,employe,bac+3,2510,appartement,un_parent,BAC+5,5,2,201.34907310278962,228.65171442586728,0,general,CAP
CP,501,3,0,ouvrier,bac,2454,logement_social,aucune,BAC+3,3,5,179.03430895606215,184.962840617659,0,general,CAP
CP,502,2,0,employe,bac+5,744,logement_social,un_parent,CAP,1,5,210.23254603582404,221.06573542650028,0,general,CAP
CP,503,6,0,cadre,bac+3,3142,maison,un_parent,BAC,2,4,221.01761692306331,242.90411360597201,0,general,BAC
CP,504,4,0,profession_intermediaire,bac,3016,logement_social,un_parent,BAC,3,5,196.04692658468372,218.41123147614564,0,general,CAP
CP,505,5,1,ouvrier,bac,1055,appartement,un_parent,BAC+5,1,4,187.47863542734342,200.32926013782952,0,general,CAP
CP,506,6,0,profession_intermediaire,bac,2298,maison,aucune,CAP,3,5,216.60858486177747,213.9031537890314,0,general,CAP
CP,507,6,0,employe,brevet,2384,maison,aucune,CAP,1,3,203.72573876053573,209.94294830655014,0,general,CAP
CP,508,5,0,profession_intermediaire,bac,938,maison,aucune,BAC,3,1,195.17787052475086,222.10292905754733,0,general,CAP
CP,509,2,0,employe,bac,1577,maison,aucune,CAP,2,2,221.56879567075245,207.69844779407543,0,general,CAP
CP,510,2,0,cadre,bac+5,2404,appartement,aucune,CAP,3,3,222.871199553931,225.11761189952276,0,general,BAC
CP,511,5,1,employe,bac+3,2013,maison,aucune,BAC+5,1,4,202.11463242892464,205.99996300413432,0,general,CAP
CP,512,4,0,cadre,brevet,2613,logement_social,un_parent,BAC+3,2,5,197.86431590111653,211.97776421464366,0,general,CAP
CP,513,6,0,profession_intermediaire,bac+5,1164,maison,aucune,BAC+5,3,2,223.04576984698022,216.43396941865012,0,general,CAP
CP,514,3,1,employe,brevet,1704,maison,aucune,CAP,4,3,189.6437009444039,211.34412270345894,0,general,CAP
CP,515,2,0,cadre,bac+3,3734,maison,aucune,CAP,1,2,219.53161479025675,216.18770888605198,0,general,CAP
CP,516,5,0,ouvrier,bac+3,2685,maison,aucune,BAC+5,5,1,193.30960868384022,200.51199443897696,1,general,CAP
CP,517,5,0,employe,brevet,1416,logement_social,aucune,BAC+3,3,2,218.24720516119785,237.62105937651648,0,general,BAC
CP,518,5,0,employe,bac+3,1600,logement_social,deux_parents,BAC,5,2,199.66138605929322,207.81627707983503,0,general,CAP
CP,519,4,1,profession_intermediaire,bac+5,2160,maison,aucune,BAC+3,5,2,210.3000093012838,205.3552181806058,0,general,CAP
CP,520,3,0,profession_intermediaire,bac+5,1816,logement_social,un_parent,CAP,2,4,213.90011301792876,222.9907371731092,0,general,CAP
CP,521,3,1,cadre,brevet,1381,maison,un_parent,BAC,4,2,200.06729619754145,200.35345718759203,0,general,CAP
CP,522,4,0,employe,bac+5,3355,appartement,aucune,BAC+5,5,4,186.46417357472808,225.26735281455566,0,general,CAP
CP,523,6,0,employe,bac,2712,maison,aucune,BAC+5,1,1,215.54604775033397,213.8709521407221,0,general,CAP
CP,524,5,0,profession_intermediaire,bac,3032,maison,aucune,BAC+5,2,2,194.87744398711575,229.94442472916523,0,general,CAP
CP,525,4,0,employe,brevet,1847,maison,aucune,CAP,1,5,214.3850212428509,221.35224579006476,0,general,CAP
CP,526,4,0,employe,bac+5,2367,maison,aucune,BAC+5,3,5,205.51590377376374,213.62544290812392,0,general,CAP
CP,527,2,0,ouvrier,bac,1031,maison,deux_parents,BAC+3,5,3,197.32830013389113,212.2819247727618,0,general,CAP
CP,528,6,1,cadre,brevet,2576,logement_social,deux_parents,BAC+3,4,2,238.67355232641842,243.73522807922285,0,general,BAC+3
CP,529,6,0,employe,bac,2833,appartement,aucune,BAC+3,1,2,218.49493362874915,203.0821884454166,0,general,CAP
CP,530,2,0,ouvrier,bac,3359,logement_social,aucune,BAC+3,2,3,178.080758159118,198.2857920273467,0,general,CAP
CP,531,2,1,employe,bac,2261,maison,aucune,BAC,4,4,214.4549757214749,212.9805437695158,0,general,CAP
CP,532,2,0,profession_intermediaire,bac,1865,appartement,un_parent,CAP,3,5,209.9951795001717,204.45186341342824,1,general,CAP
CP,533,6,0,ouvrier,bac,2401,maison,deux_parents,BAC+5,5,5,199.45185300310231,211.8721347590538,0,general,CAP
CP,534,6,1,employe,brevet,3361,maison,aucune,BAC+5,1,1,234.98883844303867,198.86641246288852,0,general,CAP
CP,535,5,0,ouvrier,bac,2615,maison,aucune,BAC+3,2,1,194.22088664563037,195.53323210096644,0,general,CAP
CP,536,3,0,profession_intermediaire,bac+5,2549,appartement,aucune,BAC+3,5,3,204.55687776145945,205.74078685665054,0,general,CAP
CP,537,3,0,cadre,bac+5,2500,logement_social,aucune,BAC+3,4,5,212.37681034682637,210.28924792033027,0,general,CAP
CP,538,5,0,cadre,bac,2507,appartement,aucune,BAC+5,3,4,235.99554005222203,219.88012292019602,0,general,BAC
CP,539,3,0,profession_intermediaire,bac,2487,maison,un_parent,BAC+3,3,1,206.63563003335244,213.1354561649906,0,general,CAP
CP,540,2,1,employe,brevet,2524,maison,aucune,BAC+5,4,4,194.2185063727962,209.16946952384816,0,general,CAP
CP,541,4,0,cadre,bac,1354,maison,aucune,BAC+5,4,2,206.5338807970068,238.69296607515986,0,general,BAC
CP,542,6,0,profession_intermediaire,bac+3,3386,appartement,un_parent,BAC+5,5,3,209.20658245671657,216.31698852729588,0,general,CAP
CP,543,4,0,profession_intermediaire,bac,2693,logement_social,aucune,BAC+5,2,2,202.24188790442534,225.99259171241246,0,general,CAP
CP,544,2,0,profession_intermediaire,bac+5,3064,logement_social,aucune,BAC,4,1,225.6859472822331,205.66925278583656,0,general,CAP
CP,545,3,0,profession_intermediaire,brevet,3990,maison,aucune,BAC,2,2,190.66098439983722,226.3793811994017,0,general,CAP
CP,546,5,0,cadre,bac,2651,appartement,aucune,BAC+3,2,2,220.34517174858527,225.5179866332431,0,general,BAC
CP,547,5,1,ouvrier,bac+5,1969,appartement,aucune,CAP,1,3,200.55893933371476,191.58244437127428,0,general,CAP
CP,548,2,1,ouvrier,bac+3,2313,appartement,aucune,CAP,1,1,207.00051718377577,182.90553478933245,0,general,CAP
CP,549,6,0,profession_intermediaire,brevet,2188,appartement,aucune,BAC+3,4,4,204.778355691578,214.6017177095086,1,general,CAP
CP,550,2,0,employe,bac,999,appartement,aucune,CAP,4,4,189.44706453616402,225.24623119945602,0,general,CAP
CP,551,5,0,cadre,bac+5,2160,logement_social,un_parent,BAC,2,5,223.01515327499,215.23157118658548,0,general,CAP
CP,552,4,0,profession_intermediaire,brevet,899,appartement,aucune,CAP,5,4,215.7413819845315,205.86951392098405,0,general,CAP
CP,553,5,0,employe,bac,3120,maison,un_parent,BAC+3,5,3,189.12419516169246,215.5406574111332,1,general,CAP
CP,554,6,1,cadre,bac,1192,maison,un_parent,BAC,5,1,229.63125101002055,221.8042448041597,0,general,BAC
CP,555,6,0,cadre,bac+5,3072,maison,aucune,CAP,5,2,243.54888274999826,230.14659827378875,0,general,BAC
CP,556,5,0,profession_intermediaire,bac+5,2306,logement_social,deux_parents,BAC,4,5,179.09928614445823,210.1233850575555,1,general,CAP
CP,557,4,0,cadre,brevet,2484,logement_social,un_parent,BAC+3,5,1,214.9241789479844,219.92899725366354,0,general,CAP
CP,558,4,0,cadre,brevet,3171,appartement,aucune,BAC,2,5,220.99263548655907,218.64799957829183,0,general,CAP
CP,559,3,0,cadre,bac,3720,logement_social,aucune,BAC,5,1,207.81315055790847,224.4400438236475,1,general,CAP
CP,560,6,0,employe,bac+3,2369,maison,aucune,BAC,5,1,200.79714856801766,207.94865033672124,0,general,CAP
CP,561,6,0,profession_intermediaire,bac,2227,appartement,aucune,BAC+5,2,3,224.48705292889457,228.26083268270793,1,general,BAC
CP,562,2,0,employe,brevet,2860,appartement,aucune,BAC,3,1,210.0517603977033,219.6224400365659,0,general,CAP
CP,563,4,0,profession_intermediaire,bac,2949,maison,aucune,BAC+5,5,1,209.58368630117104,209.83221844958646,0,general,CAP
CP,564,3,0,cadre,brevet,2842,logement_social,aucune,CAP,1,4,197.89266584881616,213.625498526068,0,general,CAP
CP,565,4,0,employe,bac,3542,appartement,aucune,BAC+5,1,4,232.3343614202634,233.5887818896996,0,general,BAC
CP,566,5,0,ouvrier,brevet,3911,appartement,aucune,BAC+3,1,1,181.4794385957091,212.9772324022482,0,general,CAP
CP,567,3,0,profession_intermediaire,brevet,2362,maison,un_parent,BAC,1,4,200.25902664548514,199.54830800558233,0,general,CAP
CP,568,6,0,ouvrier,bac+3,1703,maison,aucune,BAC+5,2,3,186.6517024260995,205.41834678042972,0,general,CAP
CP,569,4,0,cadre,bac+5,3702,logement_social,aucune,BAC,3,2,210.976810078326,217.124276270107,0,general,CAP
CP,570,4,0,ouvrier,bac+5,2822,logement_social,aucune,CAP,5,3,199.97953000586156,195.68535034674508,0,general,CAP
CP,571,3,0,cadre,bac,1957,appartement,aucune,BAC+3,5,2,208.3414301220185,210.53814733527346,0,general,CAP
CP,572,3,0,ouvrier,bac+5,1471,maison,aucune,CAP,3,1,186.61783464137758,208.86477830777974,0,general,CAP
CP,573,5,0,employe,bac+5,2745,logement_social,aucune,CAP,2,2,200.3600817897974,216.46907045284195,0,general,CAP
CP,574,3,0,ouvrier,brevet,1823,maison,aucune,BAC,4,2,194.83256813123137,186.64599229108268,0,general,CAP
CP,575,2,0,employe,bac+5,2317,appartement,aucune,BAC+3,4,1,213.03548550069232,205.02823805073376,0,general,CAP
CP,576,5,1,ouvrier,bac+3,1131,logement_social,aucune,BAC+3,3,2,181.4605024866901,198.7531861930363,0,general,CAP
CP,577,2,0,profession_intermediaire,brevet,2966,appartement,un_parent,BAC+3,1,5,197.13432564404317,239.66643326978237,0,general,CAP
CP,578,6,1,profession_intermediaire,bac+5,4164,maison,aucune,BAC+5,1,3,194.15093180268806,207.2700575502854,0,general,CAP
CP,579,3,0,profession_intermediaire,bac+5,2518,logement_social,aucune,BAC,4,1,215.35881377334766,226.58610595566086,0,general,BAC
CP,580,6,0,employe,brevet,2084,maison,aucune,BAC,1,4,201.3899237850705,225.19592351017104,0,general,CAP
CP,581,3,0,profession_intermediaire,bac+5,2631,maison,aucune,BAC+3,5,1,206.62664144277642,223.26101474810557,0,general,CAP
CP,582,3,1,employe,bac+5,3761,maison,aucune,BAC+5,3,1,191.05849994730696,206.09002750044655,0,general,CAP
CP,583,4,0,profession_intermediaire,bac+3,2181,maison,aucune,BAC+3,4,3,198.85109498111927,227.5404748834835,0,general,CAP
CP,584,3,0,employe,bac,1440,maison,aucune,CAP,5,2,204.22219408212004,187.43341017082633,0,general,CAP
CP,585,4,1,cadre,bac+5,2077,appartement,aucune,BAC+5,3,1,232.56282680789735,231.2852347562449,0,general,BAC
CP,586,4,0,cadre,bac+3,1527,logement_social,aucune,BAC+5,1,4,227.33471233337306,226.539422030447,0,general,BAC
CP,587,2,0,cadre,bac+5,1914,maison,deux_parents,BAC,2,5,234.839987921977,237.43583873057452,0,general,BAC
CP,588,2,0,ouvrier,bac+3,2325,logement_social,aucune,BAC,1,2,183.90590676362012,187.17027103181775,0,general,CAP
CP,589,6,0,cadre,bac,3680,logement_social,aucune,CAP,2,4,237.2828797904053,226.2813722338692,0,general,BAC
CP,590,2,1,ouvrier,bac,3011,appartement,aucune,BAC+5,3,3,191.37455616522607,211.69789089270574,0,general,CAP
CP,591,6,0,profession_intermediaire,bac+3,2091,appartement,aucune,BAC+5,4,5,194.3285029192284,218.97404840337924,0,general,CAP
CP,592,2,0,cadre,bac+3,2260,maison,aucune,BAC+3,1,3,204.30558983464795,222.52559365525514,0,general,CAP
CP,593,3,1,profession_intermediaire,brevet,2566,maison,aucune,BAC+3,4,5,206.60480952638116,248.27029359280118,0,general,BAC
CP,594,2,0,employe,brevet,2062,maison,aucune,BAC+5,5,3,201.47136236975425,196.73544378439613,0,general,CAP
CP,595,4,0,profession_intermediaire,bac+3,2255,appartement,un_parent,BAC+5,1,4,196.4093604279947,207.56566901346838,0,general,CAP
CP,596,4,0,ouvrier,bac+5,1762,maison,aucune,BAC+3,4,4,185.631828468766,200.88090381210654,0,general,CAP
CP,597,5,1,ouvrier,bac,2445,maison,aucune,BAC,2,3,198.2488361995689,199.89926339435212,0,general,CAP
CP,598,3,1,profession_intermediaire,bac,3301,maison,un_parent,BAC+3,1,1,200.85939234087786,197.28227623635993,0,general,CAP
CP,599,5,1,ouvrier,bac,2977,maison,deux_parents,BAC+3,5,5,188.79532338286876,194.47106181629493,0,general,CAP
CP,600,4,0,ouvrier,bac+3,2672,appartement,aucune,BAC,3,5,193.3083387760766,193.84237307022494,0,general,CAP
CP,601,2,0,profession_intermediaire,bac,3655,maison,aucune,BAC+3,1,5,215.242881254287,203.53612278332432,0,general,CAP
CP,602,4,0,cadre,brevet,3757,logement_social,aucune,BAC,3,1,230.70951602152198,209.19831598535563,0,general,CAP
CP,603,5,0,profession_intermediaire,bac+3,147,maison,un_parent,CAP,1,5,202.80675411044885,207.2988086295564,0,general,CAP
CP,604,3,1,cadre,bac,3023,maison,aucune,BAC,4,3,217.4641430644722,226.7635534972411,0,general,BAC
CP,605,6,1,employe,bac,2511,appartement,aucune,BAC,5,5,206.07379346558625,225.5544152392145,0,general,CAP
CP,606,3,0,profession_intermediaire,bac,1263,appartement,aucune,BAC,1,5,205.87415748267938,216.86352854281716,0,general,CAP
CP,607,2,0,cadre,bac,4516,logement_social,aucune,BAC+3,1,4,216.05049118051787,212.85059761632664,0,general,CAP
CP,608,3,0,ouvrier,bac+3,2545,maison,aucune,BAC+3,2,3,192.24293826944918,196.17805741502977,1,general,CAP
CP,609,4,0,employe,bac,2010,logement_social,aucune,CAP,2,1,195.7440689319852,212.5116191402453,0,general,CAP
CP,610,4,0,cadre,brevet,2973,appartement,aucune,BAC+5,4,5,220.01516817153905,207.74509250378674,1,general,CAP
CP,611,3,0,ouvrier,bac+5,3464,maison,deux_parents,BAC,3,3,190.10174099002455,209.3660077583587,0,general,CAP
CP,612,3,0,ouvrier,bac,2354,maison,deux_parents,BAC,2,2,188.5178897594093,200.9302252152572,0,general,CAP
CP,613,5,1,cadre,bac,2399,appartement,aucune,BAC+3,3,5,224.76335666295643,213.18121655048358,0,general,CAP
CP,614,6,0,employe,brevet,3198,logement_social,un_parent,BAC+5,1,4,195.0278539604779,230.8682990567424,0,general,CAP
CP,615,3,1,employe,bac+5,2606,appartement,aucune,CAP,4,4,183.72751509188822,213.52696062309184,0,general,CAP
CP,616,4,0,cadre,bac,2987,logement_social,aucune,CAP,2,3,227.2683718927239,210.67992908228396,0,general,CAP
CP,617,2,0,profession_intermediaire,bac,2399,maison,un_parent,BAC+5,3,2,201.8253417280024,222.02609828634255,0,general,CAP
CP,618,6,0,employe,brevet,1951,maison,aucune,BAC,5,3,205.39354306460072,222.95430523438358,0,general,CAP
CP,619,4,0,ouvrier,bac+3,1903,maison,aucune,CAP,1,4,182.5601337193447,210.6411838271016,0,general,CAP
CP,620,3,0,ouvrier,brevet,3541,logement_social,deux_parents,BAC+3,5,3,202.00545288331756,196.6048677715507,0,general,CAP
CP,621,2,1,employe,bac+3,2674,maison,aucune,BAC,5,1,213.34837058001347,210.37210698794794,0,general,CAP
CP,622,5,0,cadre,bac,3766,maison,aucune,CAP,1,5,205.69500281724538,208.27376325700143,0,general,CAP
CP,623,5,0,cadre,brevet,3818,maison,un_parent,CAP,2,4,221.7083298328879,211.42353603731766,0,general,CAP
CP,624,4,0,cadre,bac+5,1981,maison,aucune,CAP,3,3,212.08643505768077,223.93994352632546,0,general,CAP
CP,625,2,0,cadre,brevet,2480,logement_social,aucune,CAP,1,2,242.1818357834631,212.11158222660538,0,general,BAC
CP,626,3,0,ouvrier,bac+3,3707,logement_social,aucune,BAC+3,2,4,186.64584019691665,203.73129045097207,0,general,CAP
CP,627,4,0,employe,bac+5,2379,appartement,aucune,BAC+5,4,1,214.634064219975,205.15512409611102,0,general,CAP
CP,628,2,1,ouvrier,brevet,2935,appartement,aucune,CAP,5,3,187.96460286653817,209.59190156957288,0,general,CAP
CP,629,2,1,ouvrier,bac,2431,logement_social,deux_parents,BAC+3,1,5,191.77226835499383,186.77596677918262,0,general,CAP
CP,630,3,1,employe,brevet,3252,maison,aucune,BAC,1,2,200.23796926556784,221.59192884003116,0,general,CAP
CP,631,3,0,employe,bac,2732,maison,aucune,CAP,3,2,191.52507590875115,218.23963053124274,1,general,CAP
CP,632,5,0,profession_intermediaire,bac+5,2365,appartement,aucune,CAP,3,5,216.38320806997595,210.23247418392117,0,general,CAP
